Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
70;21100237613;"International Journal of Performance Analysis in Sport";journal;"14748185";"Taylor and Francis Ltd.";No;No;0,661;Q3;58;134;137;5321;387;137;2,96;39,71;17,10;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2011-2026";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
71;1200147101;"Sport in Society";journal;"17430445, 17430437";"Routledge";No;No;0,644;Q3;60;172;365;10688;1019;351;2,61;62,14;40,45;0;United Kingdom;Western Europe;"Routledge";"2005-2026";"Cultural Studies (Q1); Sports Science (Q3)";"Health Professions; Social Sciences"
72;21595;"Adapted Physical Activity Quarterly";journal;"15432777, 07365829";"Human Kinetics Publishers Inc.";No;No;0,641;Q3;70;37;109;1795;267;105;2,22;48,51;50,00;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1988-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions"
73;29191;"Journal of Aging and Physical Activity";journal;"10638652, 1543267X";"Human Kinetics Publishers Inc.";No;No;0,639;Q3;76;58;293;2953;592;284;1,86;50,91;43,71;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1994, 1996-2026";"Gerontology (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2); Geriatrics and Gerontology (Q3); Sports Science (Q3)";"Health Professions; Medicine; Nursing"
74;29204;"Measurement in Physical Education and Exercise Science";journal;"15327841, 1091367X";"Routledge";No;No;0,626;Q3;51;57;95;2605;234;95;2,10;45,70;33,33;0;United States;Northern America;"Routledge";"1999-2026";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
75;19876;"Journal of Sport Rehabilitation";journal;"15433072, 10566716";"Human Kinetics Publishers Inc.";No;No;0,609;Q3;70;116;361;4187;722;357;1,81;36,09;41,48;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1992-2026";"Biophysics (Q2); Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
76;29442;"Quest";journal;"15432750, 00336297";"Taylor and Francis Ltd.";No;No;0,556;Q3;72;58;85;3295;172;85;1,85;56,81;48,18;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1963-2026";"Education (Q2); Sports Science (Q3)";"Health Professions; Social Sciences"
77;15724;"Pediatric Exercise Science";journal;"15432920, 08998493";"Human Kinetics Publishers Inc.";No;No;0,553;Q3;78;52;97;2110;166;91;1,49;40,58;42,47;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1989-1990, 1992, 1996-2026";"Pediatrics, Perinatology and Child Health (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Orthopedics and Sports Medicine (Q3); Sports Science (Q3)";"Health Professions; Medicine"
78;14018;"Human Movement Science";journal;"01679457, 18727646";"Elsevier B.V.";No;No;0,544;Q3;114;70;277;3535;607;273;2,11;50,50;34,46;0;Netherlands;Western Europe;"Elsevier B.V.";"1982-2026";"Medicine (miscellaneous) (Q2); Biophysics (Q3); Experimental and Cognitive Psychology (Q3); Orthopedics and Sports Medicine (Q3); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Psychology"
79;13073;"Sports Medicine and Arthroscopy Review";journal;"10628592, 15381951";"Lippincott Williams and Wilkins Ltd.";No;No;0,536;Q3;67;30;80;1168;155;69;1,15;38,93;24,81;0;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1993-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Orthopedics and Sports Medicine (Q3); Sports Science (Q3)";"Health Professions; Medicine"
80;21170;"Clinical Biomechanics";journal;"18791271, 02680033";"Elsevier Ltd";No;No;0,525;Q3;157;233;573;9523;1152;565;1,85;40,87;31,87;0;United Kingdom;Western Europe;"Elsevier Ltd";"1986-2026";"Biophysics (Q3); Orthopedics and Sports Medicine (Q3); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
81;15281;"Sport Psychologist";journal;"15432793, 08884781";"Human Kinetics Publishers Inc.";No;No;0,518;Q3;88;25;80;1417;139;80;1,43;56,68;49,48;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1989, 1991-1992, 1996-2026";"Applied Psychology (Q3); Sports Science (Q3)";"Health Professions; Psychology"
82;19819;"Clinics in Sports Medicine";journal;"1556228X, 02785919";"W.B. Saunders";No;No;0,514;Q3;100;103;193;4429;345;156;1,76;43,00;31,60;0;United States;Northern America;"W.B. Saunders";"1982-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Orthopedics and Sports Medicine (Q3); Sports Science (Q3)";"Health Professions; Medicine"
83;23446;"Journal of Applied Biomechanics";journal;"15432688, 10658483";"Human Kinetics Publishers Inc.";No;No;0,503;Q3;76;68;161;2722;258;159;1,57;40,03;39,10;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1995-2026";"Rehabilitation (Q2); Biophysics (Q3); Orthopedics and Sports Medicine (Q3); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
84;16868;"Motor Control";journal;"10871640, 15432696";"Human Kinetics Publishers Inc.";No;No;0,476;Q3;55;28;126;1261;223;124;1,79;45,04;33,80;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1987, 1997-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Neurology (clinical) (Q3); Physiology (medical) (Q3); Sports Science (Q3)";"Health Professions; Medicine"
85;27566;"ACSM's Health and Fitness Journal";journal;"1536593X, 10915397";"Lippincott Williams and Wilkins Ltd.";No;No;0,459;Q3;36;78;235;1194;304;202;1,55;15,31;58,43;0;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1998-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Orthopedics and Sports Medicine (Q3); Public Health, Environmental and Occupational Health (Q3); Sports Science (Q3)";"Health Professions; Medicine"
86;19887;"Journal of Sports Medicine and Physical Fitness";journal;"18271928, 00224707";"Edizioni Minerva Medica S.p.A.";No;No;0,450;Q3;80;207;571;7809;815;547;1,35;37,72;28,69;0;Italy;Western Europe;"Edizioni Minerva Medica S.p.A.";"1962-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Orthopedics and Sports Medicine (Q3); Sports Science (Q3)";"Health Professions; Medicine"
87;19835;"Current Sports Medicine Reports";journal;"15378918, 1537890X";"Lippincott Williams and Wilkins";No;No;0,448;Q3;73;88;275;2009;359;240;1,16;22,83;38,70;0;United States;Northern America;"Lippincott Williams and Wilkins";"2002-2026";"Medicine (miscellaneous) (Q3); Orthopedics and Sports Medicine (Q3); Public Health, Environmental and Occupational Health (Q3); Sports Science (Q3)";"Health Professions; Medicine"
88;30014;"Journal of Motor Behavior";journal;"00222895, 19401027";"Routledge";No;No;0,446;Q3;85;68;188;3639;308;188;1,56;53,51;37,50;0;United States;Northern America;"Routledge";"1969-2026";"Biophysics (Q3); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3); Orthopedics and Sports Medicine (Q3); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Neuroscience; Psychology"
89;4900152601;"Sport Sciences for Health";journal;"18247490, 18251234";"Springer-Verlag Italia s.r.l.";No;No;0,438;Q3;31;329;441;15382;694;434;1,53;46,75;33,62;0;Italy;Western Europe;"Springer-Verlag Italia s.r.l.";"2004-2026";"Orthopedics and Sports Medicine (Q3); Sports Science (Q3)";"Health Professions; Medicine"
90;20901;"Wilderness and Environmental Medicine";journal;"10806032, 15451534";"SAGE Publications Inc.";No;No;0,426;Q3;60;162;291;4529;382;222;1,38;27,96;37,07;1;United States;Northern America;"SAGE Publications Inc.";"1995-2026";"Emergency Medicine (Q2); Public Health, Environmental and Occupational Health (Q3); Sports Science (Q3)";"Health Professions; Medicine"
91;19300156920;"International Journal of Sport Finance";journal;"15586235, 1930076X";"SAGE Publications Ltd";No;No;0,418;Q3;35;16;44;808;47;41;1,19;50,50;18,92;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"2008-2024";"Business and International Management (Q2); Finance (Q3); Marketing (Q3); Sports Science (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Health Professions"
92;19400158604;"Kinesiology";journal;"13311441, 1848638X";"University of Zagreb - Faculty of Kinesiology";Yes;Yes;0,417;Q4;36;30;103;1388;137;102;1,30;46,27;34,21;0;Croatia;Eastern Europe;"University of Zagreb - Faculty of Kinesiology";"2008-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions"
93;13921;"High Altitude Medicine and Biology";journal;"15578682, 15270297";"Mary Ann Liebert Inc.";No;No;0,413;Q4;67;75;150;2751;217;129;1,41;36,68;36,07;0;United States;Northern America;"Mary Ann Liebert Inc.";"2000-2026";"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3); Physiology (Q4); Sports Science (Q4)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
94;19400157269;"Proceedings of the Institution of Mechanical Engineers, Part P: Journal of Sports Engineering and Technology";journal;"1754338X, 17543371";"SAGE Publications Ltd";No;No;0,402;Q4;29;141;151;5202;282;147;1,60;36,89;18,52;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"2008-2026";"Engineering (miscellaneous) (Q2); Sports Science (Q4)";"Engineering; Health Professions"
95;19838;"Deutsche Zeitschrift fur Sportmedizin";journal;"03445925, 25105264";"Dynamic Media Sales Verlag";Yes;Yes;0,391;Q4;25;30;108;750;131;83;1,00;25,00;36,14;0;Germany;Western Europe;"Dynamic Media Sales Verlag";"1996-2025";"Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions; Medicine"
96;21100200826;"Journal of Human Sport and Exercise";journal;"19885202";"Asociacion Espanola de Analisis del Rendimiento Deportivo";Yes;No;0,379;Q4;39;112;193;4058;270;193;1,48;36,23;26,73;0;Spain;Western Europe;"Asociacion Espanola de Analisis del Rendimiento Deportivo";"2010-2026";"Education (Q3); Health (social science) (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions; Social Sciences"
97;19900191849;"Journal of Physical Education and Sport";journal;"22478051, 2247806X";"Editura Universitatii din Pitesti";Yes;No;0,375;Q4;43;176;1128;6638;1523;1128;1,45;37,72;37,38;0;Romania;Eastern Europe;"Editura Universitatii din Pitesti";"2011-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions"
98;19700183042;"Archives of Budo";journal;"16438698";"Archives of Budo Bartlomiej Barczynski";Yes;No;0,369;Q4;30;9;87;517;143;87;2,06;57,44;27,50;0;Poland;Eastern Europe;"Archives of Budo Bartlomiej Barczynski";"2009-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions"
99;17400154821;"Sports Engineering";journal;"14602687, 13697072";"Springer Nature";No;No;0,365;Q4;32;49;113;1549;207;110;1,69;31,61;25,86;1;United States;Northern America;"Springer Nature";"2009-2026";"Biomedical Engineering (Q3); Mechanical Engineering (Q3); Mechanics of Materials (Q3); Modeling and Simulation (Q3); Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Engineering; Health Professions; Mathematics; Medicine"
100;20349;"Science and Sports";journal;"17784131, 07651597";"Elsevier Masson s.r.l.";No;No;0,357;Q4;35;86;327;3094;346;295;1,15;35,98;33,76;0;France;Western Europe;"Elsevier Masson s.r.l.";"1986-2026";"Orthopedics and Sports Medicine (Q3); Sports Science (Q4)";"Health Professions; Medicine"
101;15341;"International Journal of the History of Sport";journal;"09523367, 17439035";"Routledge";No;No;0,324;Q4;33;102;249;4773;148;239;0,45;46,79;32,24;0;United Kingdom;Western Europe;"Routledge";"1984-1995, 2000-2002, 2010-2026";"History (Q1); Social Sciences (miscellaneous) (Q2); Sports Science (Q4)";"Arts and Humanities; Health Professions; Social Sciences"
102;17500155123;"Journal of Imagery Research in Sport and Physical Activity";journal;"19320191";"Walter de Gruyter GmbH";No;No;0,300;Q4;17;8;37;395;38;36;1,06;49,38;66,67;0;Germany;Western Europe;"Walter de Gruyter GmbH";"2009-2025";"Applied Psychology (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions; Psychology"
103;35404;"Operative Techniques in Sports Medicine";journal;"15579794, 10601872";"W.B. Saunders";No;No;0,293;Q4;39;15;121;914;116;109;0,68;60,93;26,42;0;United States;Northern America;"W.B. Saunders";"1993-2025";"Orthopedics and Sports Medicine (Q3); Surgery (Q3); Sports Science (Q4)";"Health Professions; Medicine"
104;19867;"Isokinetics and Exercise Science";journal;"18785913, 09593020";"SAGE Publications Ltd";No;No;0,268;Q4;36;19;105;723;95;105;0,80;38,05;23,19;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1991-1998, 2000-2025";"Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Biophysics (Q4); Sports Science (Q4)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
105;19600162207;"Cultura, Ciencia y Deporte";journal;"16965043";"Universidad Catolica San Antonio Murcia";Yes;Yes;0,246;Q4;21;53;148;2624;126;138;0,75;49,51;23,16;0;Spain;Western Europe;"Universidad Catolica San Antonio Murcia";"2009-2025";"Cultural Studies (Q2); Health (social science) (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions; Social Sciences"
106;19900192605;"Asian Journal of Sports Medicine";journal;"20087209, 2008000X";"Brieflands";Yes;No;0,241;Q4;41;12;84;332;69;80;0,91;27,67;48,89;0;Netherlands;Western Europe;"Brieflands";"2010-2025";"Orthopedics and Sports Medicine (Q3); Sports Science (Q4)";"Health Professions; Medicine"
107;4700153009;"International Journal of Sport Management and Marketing";journal;"14758962, 17402808";"Inderscience Enterprises Ltd";No;No;0,235;Q4;36;5;68;371;52;68;0,56;74,20;50,00;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2025";"Business and International Management (Q3); Marketing (Q3); Strategy and Management (Q3); Management Science and Operations Research (Q4); Sports Science (Q4)";"Business, Management and Accounting; Decision Sciences; Health Professions"
108;17048;"Physikalische Medizin Rehabilitationsmedizin Kurortmedizin";journal;"1439085X, 09406689";"Georg Thieme Verlag";Yes;No;0,225;Q4;20;40;150;1135;90;118;0,37;28,38;45,92;0;Germany;Western Europe;"Georg Thieme Verlag";"1991-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Rehabilitation (Q3); Sports Science (Q4)";"Health Professions; Medicine"
109;19900191750;"Motriz. Revista de Educacao Fisica";journal;"14159805, 19806574";"Universidade Estadual Paulista (UNESP)";Yes;Yes;0,221;Q4;25;29;114;1176;89;114;0,56;40,55;43,61;0;Brazil;Latin America;"Universidade Estadual Paulista (UNESP)";"2010-2025";"Health (social science) (Q3); Medicine (miscellaneous) (Q4); Sports Science (Q4)";"Health Professions; Medicine; Social Sciences"
110;19900192008;"Sport History Review";journal;"10871659, 15432947";"Human Kinetics Publishers Inc.";No;No;0,210;Q4;10;15;45;688;28;36;0,81;45,87;28,57;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1999, 2002, 2009-2025";"History (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Arts and Humanities; Health Professions"
111;21101079123;"Pamukkale Journal of Sport Sciences";journal;"13090356";"Pamukkale University";Yes;Yes;0,205;Q4;4;22;66;1248;50;66;0,76;56,73;42,47;0;Turkey;Middle East;"Pamukkale University";"2019-2025";"Education (Q3); Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine; Social Sciences"
112;19700201540;"RICYDE: Revista Internacional de Ciencias del Deporte";journal;"18853137";"Revista Internacional de Ciencias del Deporte";Yes;Yes;0,195;Q4;27;0;22;0;15;22;0,33;0,00;0,00;0;Spain;Western Europe;"Revista Internacional de Ciencias del Deporte";"2010-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions"
113;13600154749;"South African Journal for Research in Sport, Physical Education and Recreation";journal;"29602386, 03799069";"North-West Unversity";No;No;0,195;Q4;21;12;34;562;22;34;0,86;46,83;36,84;0;South Africa;Africa;"North-West Unversity";"2008-2025";"Education (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Social Sciences"
114;21100199851;"International Journal of Athletic Therapy and Training";journal;"21577277, 21577285";"Human Kinetics Publishers Inc.";No;No;0,186;Q4;22;51;163;1399;51;157;0,36;27,43;54,29;0;United States;Northern America;"Human Kinetics Publishers Inc.";"2012-2026";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
115;19812;"Archivos de Medicina del Deporte";journal;"02128799";"Archivos de Medicina del Deporte";No;No;0,183;Q4;16;14;123;373;46;105;0,27;26,64;35,42;0;Spain;Western Europe;"Archivos de Medicina del Deporte";"1997-2025";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
116;19892;"Medicina dello Sport";journal;"00257826, 18271863";"Edizioni Minerva Medica";No;No;0,156;Q4;18;0;146;0;37;141;0,21;0,00;0,00;0;Italy;Western Europe;"Edizioni Minerva Medica";"1965, 1973-1982, 1996-2024";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
117;19530;"Sportverletzung-Sportschaden";journal;"14391236, 09320555";"Georg Thieme Verlag";No;No;0,154;Q4;26;76;226;878;22;73;0,08;11,55;30,85;0;Germany;Western Europe;"Georg Thieme Verlag";"1987-2026";"Medicine (miscellaneous) (Q4); Orthopedics and Sports Medicine (Q4); Sports Science (Q4)";"Health Professions; Medicine"
118;19868;"Journal de Traumatologie du Sport";journal;"17730465, 0762915X";"Elsevier Masson s.r.l.";No;No;0,139;Q4;11;85;162;2249;51;145;0,34;26,46;25,48;0;France;Western Europe;"Elsevier Masson s.r.l.";"2003-2026";"Orthopedics and Sports Medicine (Q4); Rehabilitation (Q4); Sports Science (Q4); Surgery (Q4)";"Health Professions; Medicine"
119;19300156914;"Revista Andaluza de Medicina del Deporte";journal;"21725063, 18887546";"Centro Andaluz de Medicina del Deporte";Yes;Yes;0,122;Q4;21;17;77;457;16;76;0,08;26,88;47,62;0;Spain;Western Europe;"Centro Andaluz de Medicina del Deporte";"2008-2025";"Orthopedics and Sports Medicine (Q4); Physiology (medical) (Q4); Sports Science (Q4)";"Health Professions; Medicine"
120;21075;"Journal of Sport History";journal;"00941700, 21558450";"North American Society for Sport History";No;No;0,120;Q4;17;24;73;1248;19;70;0,34;52,00;34,48;0;United States;Northern America;"North American Society for Sport History";"1977-1979, 1981-1984, 1987, 1989, 1999-2002, 2010-2025";"Cultural Studies (Q3); History (Q3); Sports Science (Q4)";"Arts and Humanities; Health Professions; Social Sciences"
121;28781;"Japanese Journal of Physical Fitness and Sports Medicine";journal;"0039906X";"Japanese Society of Physical Fitness and Sports Medicine";No;No;0,109;Q4;14;20;110;567;13;109;0,09;28,35;29,27;0;Japan;Asiatic Region;"Japanese Society of Physical Fitness and Sports Medicine";"1956, 1958-2026";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
122;17700156017;"Revista de Psicologia del Deporte (discontinued)";journal;"19885636, 1132239X";"Sociedad Revista de Psicologia del Deporte";Yes;No;;-;38;19;358;706;228;358;0,68;37,16;34,55;0;Spain;Western Europe;"Sociedad Revista de Psicologia del Deporte";"2008-2025";"Applied Psychology; Sports Science";"Health Professions; Psychology"
123;19400157209;"Revista Internacional de Medicina y Ciencias de la Actividad Fisica y del Deporte (discontinued)";journal;"15770354";"Universidad Autonoma de Madrid y CV Ciencias del Deporte";Yes;No;;-;30;70;528;1592;147;528;0,20;22,74;52,21;0;Spain;Western Europe;"Universidad Autonoma de Madrid y CV Ciencias del Deporte";"2008-2025";"Physical Therapy, Sports Therapy and Rehabilitation; Sports Science";"Health Professions"
